Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,0,3,429,2,2,4,2,1,1294,3,1,53,3,2,5,2,3,5410,2323,9,Y,2,11,3,4,80,0,18,2,3,16,14,5,12
44,1,3,621,2,15,3,4,1,1295,1,1,73,3,3,1,4,2,7978,14075,1,Y,1,11,3,4,80,1,10,2,3,10,7,0,5
28,0,2,193,2,2,3,2,1,1296,4,2,52,2,1,3,4,2,3867,14222,1,Y,2,12,3,2,80,1,2,2,3,2,2,2,2
51,0,2,968,2,6,2,4,1,1297,2,1,40,2,1,3,3,3,2838,4257,0,Y,1,14,3,2,80,0,8,6,2,7,0,7,7
30,0,1,879,2,9,2,4,1,1298,3,1,72,3,2,5,3,3,4695,12858,7,Y,2,18,3,3,80,0,10,3,3,8,4,1,7
29,1,3,806,2,7,3,6,1,1299,2,1,39,3,1,3,3,1,3339,17285,3,Y,2,13,3,1,80,2,10,2,3,7,7,7,7
28,0,3,640,2,1,3,6,1,1301,4,2,84,3,1,7,1,3,2080,4732,2,Y,1,11,3,2,80,0,5,2,2,3,2,1,2
25,0,3,266,2,1,3,4,1,1303,4,1,40,3,1,7,2,3,2096,18830,1,Y,1,18,3,4,80,0,2,3,2,2,2,2,1
32,0,3,604,3,8,3,4,1,1304,3,2,56,4,2,8,4,2,6209,11693,1,Y,1,15,3,3,80,2,10,4,4,10,7,0,8
45,0,2,364,2,25,3,4,1,1306,2,1,83,3,5,4,2,3,18061,13035,3,Y,1,22,4,3,80,0,22,4,3,0,0,0,0
39,0,3,412,2,13,4,4,1,1307,3,1,94,2,4,4,2,1,17123,17334,6,Y,2,13,3,4,80,2,21,4,3,19,9,15,2
58,0,3,848,2,23,4,2,1,1308,1,2,88,3,1,7,3,1,2372,26076,1,Y,1,12,3,4,80,2,2,3,3,2,2,2,2
32,1,3,1089,2,7,2,2,1,1309,4,2,79,3,2,3,3,2,4883,22845,1,Y,1,18,3,1,80,1,10,3,3,10,4,1,1
39,1,3,360,2,23,3,4,1,1310,3,2,93,3,1,7,1,3,3904,22154,0,Y,1,13,3,1,80,0,6,2,3,5,2,0,3
30,0,3,1138,2,6,3,6,1,1311,1,1,48,2,2,3,4,2,4627,23631,0,Y,1,12,3,1,80,1,10,6,3,9,2,6,7
36,0,3,325,2,10,4,6,1,1312,4,1,63,3,3,1,3,2,7094,5747,3,Y,1,12,3,1,80,0,10,0,3,7,7,1,7
46,0,3,991,1,1,2,2,1,1314,4,1,44,3,1,2,1,3,3423,22957,6,Y,1,12,3,3,80,0,10,3,4,7,6,5,7
28,0,1,1476,2,1,3,2,1,1315,3,1,55,1,2,3,4,2,6674,16392,0,Y,1,11,3,1,80,3,10,6,3,9,8,7,5
50,0,3,1322,2,28,3,2,1,1317,4,1,43,3,4,6,1,2,16880,22422,4,Y,2,11,3,2,80,0,25,2,3,3,2,1,2
40,1,3,299,3,25,4,3,1,1318,4,2,57,2,3,8,2,3,9094,17235,2,Y,2,12,3,3,80,0,9,2,3,5,4,1,0
52,1,3,1030,3,5,3,2,1,1319,2,2,64,3,3,8,2,3,8446,21534,9,Y,2,19,3,3,80,0,10,2,2,8,7,7,7
30,0,3,634,2,17,4,4,1,1321,2,1,95,3,3,4,1,2,11916,25927,1,Y,2,23,4,4,80,2,9,2,3,9,1,0,8
39,0,3,524,2,18,2,2,1,1322,1,2,32,3,2,5,3,3,4534,13352,0,Y,1,11,3,1,80,0,9,6,3,8,7,1,7
31,0,1,587,3,2,4,2,1,1324,4,1,57,3,3,8,3,1,9852,8935,1,Y,2,19,3,1,80,1,10,5,2,10,8,9,6
41,0,1,256,3,10,2,4,1,1329,3,2,40,1,2,8,2,3,6151,22074,1,Y,1,13,3,1,80,0,19,4,3,19,2,11,9
31,1,2,1060,3,1,3,2,1,1331,4,1,54,3,1,9,2,3,2302,8319,1,Y,2,11,3,1,80,0,3,2,4,3,2,2,2
44,1,3,935,2,3,3,2,1,1333,1,2,89,3,1,3,1,2,2362,14669,4,Y,1,12,3,3,80,0,10,4,4,3,2,1,2
42,0,1,495,2,2,1,2,1,1334,3,2,37,3,4,4,3,2,17861,26582,0,Y,2,13,3,4,80,0,21,3,2,20,8,2,10
55,0,3,282,2,2,2,4,1,1336,4,1,58,1,5,4,3,2,19187,6992,4,Y,1,14,3,4,80,1,23,5,3,19,9,9,11
56,0,3,206,1,8,4,2,1,1338,4,2,99,3,5,4,2,3,19717,4022,6,Y,1,14,3,1,80,0,36,4,3,7,3,7,7
40,0,1,458,2,16,2,2,1,1340,3,2,74,3,1,7,3,1,3544,8532,9,Y,1,16,3,2,80,1,6,0,3,4,2,0,0
34,0,3,943,2,9,3,2,1,1344,4,2,86,3,3,1,4,1,8500,5494,0,Y,1,11,3,4,80,1,10,0,2,9,7,1,6
40,0,3,523,2,2,3,2,1,1346,3,2,98,3,2,7,4,3,4661,22455,1,Y,1,13,3,3,80,0,9,4,3,9,8,8,8
41,0,2,1018,3,1,3,3,1,1349,3,1,66,3,2,8,1,1,4103,4297,0,Y,1,17,3,4,80,1,10,2,3,9,3,1,7
35,0,2,482,2,4,4,2,1,1350,3,2,87,3,2,7,3,3,4249,2690,1,Y,2,11,3,2,80,0,9,3,3,9,6,1,1
51,0,3,770,1,5,3,2,1,1352,3,2,84,3,4,4,2,1,14026,17588,1,Y,2,11,3,2,80,1,33,2,3,33,9,0,10
38,0,3,1009,3,2,2,2,1,1355,2,1,31,3,2,8,1,1,6893,19461,3,Y,1,15,3,4,80,1,11,3,3,7,7,1,7
34,0,3,507,3,15,2,4,1,1356,3,1,66,3,2,8,1,3,6125,23553,1,Y,1,12,3,4,80,0,10,6,4,10,8,9,6
25,0,3,882,2,19,1,4,1,1358,4,2,67,3,1,3,4,2,3669,9075,3,Y,1,11,3,3,80,3,7,6,2,3,2,1,2
58,1,3,601,2,7,4,4,1,1360,3,1,53,2,3,5,1,2,10008,12023,7,Y,2,14,3,4,80,0,31,0,2,10,9,5,9
40,0,3,329,2,1,4,2,1,1361,2,2,88,3,1,3,2,2,2387,6762,3,Y,1,22,4,3,80,1,7,3,3,4,2,0,3
36,0,2,607,3,7,3,3,1,1362,1,1,83,4,2,8,1,2,4639,2261,2,Y,1,16,3,4,80,1,17,2,2,15,7,6,13
48,0,3,855,2,4,3,2,1,1363,4,2,54,3,3,5,4,3,7898,18706,1,Y,1,11,3,3,80,0,11,2,3,10,9,0,8
27,0,3,1291,3,11,3,4,1,1364,3,1,98,4,1,9,4,2,2534,6527,8,Y,1,14,3,2,80,1,5,4,3,1,0,0,0
51,0,3,1405,2,11,2,6,1,1367,4,1,82,2,4,5,2,3,13142,24439,3,Y,1,16,3,2,80,0,29,1,2,5,2,0,3
18,0,1,1124,2,1,3,2,1,1368,4,1,97,3,1,3,4,3,1611,19305,1,Y,1,15,3,3,80,0,0,5,4,0,0,0,0
35,0,3,817,2,1,3,4,1,1369,4,1,60,2,2,3,4,2,5363,10846,0,Y,1,12,3,2,80,1,10,0,3,9,7,0,0
27,0,2,793,3,2,1,2,1,1371,4,2,43,1,2,8,4,3,5071,20392,3,Y,1,20,4,2,80,0,8,3,3,6,2,0,0
55,1,3,267,3,13,4,3,1,1372,1,2,85,4,4,8,3,3,13695,9277,6,Y,2,17,3,3,80,0,24,2,2,19,7,3,8
56,0,3,1369,2,23,3,2,1,1373,4,2,68,3,4,5,2,2,13402,18235,4,Y,2,12,3,1,80,1,33,0,3,19,16,15,9
34,0,1,999,2,26,1,6,1,1374,1,1,92,2,1,7,3,1,2029,15891,1,Y,1,20,4,3,80,3,5,2,3,5,4,0,0
40,0,3,1202,2,2,1,4,1,1375,2,1,89,4,2,1,3,1,6377,13888,5,Y,1,20,4,2,80,3,15,0,3,12,11,11,8
34,0,3,285,2,29,3,4,1,1377,2,2,86,3,2,3,3,2,5429,17491,4,Y,1,13,3,1,80,2,10,1,3,8,7,7,7
31,1,2,703,3,2,3,2,1,1379,3,1,90,2,1,9,4,3,2785,11882,7,Y,1,14,3,3,80,0,3,3,4,1,0,0,0
35,1,2,662,3,18,4,3,1,1380,4,1,67,3,2,8,3,2,4614,23288,0,Y,2,18,3,3,80,1,5,0,2,4,2,3,2
38,0,2,693,2,7,3,2,1,1382,4,2,57,4,1,7,3,1,2610,15748,1,Y,1,11,3,4,80,3,4,2,3,4,2,0,3
34,0,3,404,2,2,4,6,1,1383,3,1,98,3,2,1,4,3,6687,6163,1,Y,1,11,3,4,80,0,14,2,4,14,11,4,11
28,0,3,736,3,26,3,2,1,1387,3,2,48,2,2,8,1,2,4724,24232,1,Y,1,11,3,3,80,1,5,0,3,5,3,0,4
31,1,3,330,2,22,4,4,1,1389,4,2,98,3,2,5,3,2,6179,21057,1,Y,2,15,3,4,80,2,10,3,2,10,2,6,7
39,0,3,1498,3,21,4,2,1,1390,1,2,44,2,2,8,4,2,6120,3567,3,Y,2,12,3,4,80,2,8,2,4,5,4,1,4
51,0,2,541,3,2,3,3,1,1391,2,2,52,3,3,8,2,2,10596,15395,2,Y,1,11,3,2,80,0,14,5,3,4,2,3,2
41,0,2,1200,2,22,3,2,1,1392,4,1,75,3,2,7,4,1,5467,13953,3,Y,2,14,3,1,80,2,12,4,2,6,2,3,3
37,0,3,1439,2,4,1,2,1,1394,3,2,54,3,1,7,3,2,2996,5182,7,Y,2,15,3,4,80,0,8,2,3,6,4,1,3
33,0,2,1111,3,5,1,2,1,1395,2,2,61,3,2,8,4,2,9998,19293,6,Y,1,13,3,1,80,0,8,2,4,5,4,1,2
32,0,3,499,3,2,1,3,1,1396,3,2,36,3,2,8,2,2,4078,20497,0,Y,2,13,3,1,80,3,4,3,2,3,2,1,2
39,0,1,1485,2,25,2,2,1,1397,3,2,71,3,3,1,3,2,10920,3449,3,Y,1,21,4,2,80,1,13,2,3,6,4,0,5
25,0,3,1372,3,18,1,2,1,1399,1,2,93,4,2,8,3,2,6232,12477,2,Y,1,11,3,2,80,0,6,3,2,3,2,1,2
52,0,2,322,2,28,2,4,1,1401,4,1,59,4,4,5,3,2,13247,9731,2,Y,2,11,3,2,80,1,24,3,2,5,3,0,2
43,0,3,930,2,6,3,4,1,1402,1,1,73,2,2,7,3,3,4081,20003,1,Y,2,14,3,1,80,0,20,3,1,20,7,1,8
27,0,3,205,3,10,3,3,1,1403,4,1,98,2,2,8,4,2,5769,7100,1,Y,2,11,3,4,80,0,6,3,3,6,2,4,4
27,1,3,135,2,17,4,2,1,1405,4,1,51,3,1,7,3,3,2394,25681,1,Y,2,13,3,4,80,0,8,2,3,8,2,7,7
26,0,3,683,2,2,1,4,1,1407,1,2,36,2,1,7,4,3,3904,4050,0,Y,1,12,3,4,80,0,5,2,3,4,3,1,1
42,0,3,1147,1,10,3,1,1,1408,3,1,31,3,4,4,1,2,16799,16616,0,Y,1,14,3,3,80,1,21,5,3,20,7,0,9
52,0,3,258,2,8,4,5,1,1409,3,1,54,3,1,3,1,2,2950,17363,9,Y,1,13,3,3,80,0,12,2,1,5,4,0,4
37,0,3,1462,2,11,3,4,1,1411,1,1,94,3,1,3,3,3,3629,19106,4,Y,1,18,3,1,80,0,8,6,3,3,2,0,2
35,0,2,200,2,18,2,2,1,1412,3,2,60,3,3,5,4,3,9362,19944,2,Y,1,11,3,3,80,0,10,2,3,2,2,2,2
25,0,3,949,2,1,3,6,1,1415,1,2,81,3,1,3,4,2,3229,4910,4,Y,1,11,3,2,80,1,7,2,2,3,2,0,2
26,0,3,652,2,7,3,5,1,1417,3,2,100,4,1,3,1,3,3578,23577,0,Y,1,12,3,4,80,0,8,2,3,7,7,0,7
29,0,3,332,1,17,3,5,1,1419,2,2,51,2,3,2,1,3,7988,9769,1,Y,1,13,3,1,80,0,10,3,2,10,9,0,9
49,1,2,1475,2,28,2,2,1,1420,1,2,97,2,2,3,1,3,4284,22710,3,Y,1,20,4,1,80,0,20,2,3,4,3,1,3
29,1,2,337,2,14,1,5,1,1421,3,1,84,3,3,1,4,3,7553,22930,0,Y,2,12,3,1,80,0,9,1,3,8,7,7,7
54,0,3,971,2,1,3,4,1,1422,4,1,54,3,4,6,4,3,17328,5652,6,Y,1,19,3,4,80,0,29,3,2,20,7,12,7
58,0,3,1055,2,1,3,4,1,1423,4,1,76,3,5,6,1,2,19701,22456,3,Y,2,21,4,3,80,1,32,3,3,9,8,1,5
55,0,3,1136,2,1,4,4,1,1424,2,2,81,4,4,6,4,1,14732,12414,2,Y,1,13,3,4,80,2,31,4,4,7,7,0,0
36,0,3,1174,3,3,4,3,1,1425,1,1,99,3,2,8,2,3,9278,20763,3,Y,2,16,3,4,80,0,15,3,3,5,4,0,1
31,1,2,667,3,1,4,2,1,1427,2,1,50,1,1,9,3,3,1359,16154,1,Y,1,12,3,2,80,0,1,3,3,1,0,0,0
30,0,3,855,3,7,4,3,1,1428,4,1,73,3,2,8,1,1,4779,12761,7,Y,1,14,3,2,80,2,8,3,3,3,2,0,2
31,0,3,182,2,8,5,2,1,1430,1,1,93,3,4,6,2,3,16422,8847,3,Y,1,11,3,3,80,0,9,3,4,3,2,1,0
34,0,2,560,2,1,4,5,1,1431,4,2,91,3,1,7,1,1,2996,20284,5,Y,1,14,3,3,80,2,10,2,3,4,3,1,3
31,1,3,202,2,8,3,2,1,1433,1,1,34,2,1,7,2,3,1261,22262,1,Y,1,12,3,3,80,0,1,3,4,1,0,0,0
27,0,3,1377,2,11,1,2,1,1434,2,2,91,3,1,3,1,2,2099,7679,0,Y,1,14,3,2,80,0,6,3,4,5,0,1,4
36,0,3,172,2,4,4,2,1,1435,1,2,37,2,2,3,4,3,5810,22604,1,Y,1,16,3,3,80,0,10,2,2,10,4,1,8
36,0,3,329,3,16,4,3,1,1436,3,1,98,2,2,8,1,2,5647,13494,4,Y,1,13,3,1,80,2,11,3,2,3,2,0,2
47,0,3,465,2,1,3,6,1,1438,1,2,74,3,1,7,4,2,3420,10205,7,Y,1,12,3,3,80,1,17,2,2,6,5,1,2
25,1,3,383,3,9,2,2,1,1439,1,2,68,2,1,9,1,2,4400,15182,3,Y,1,12,3,1,80,0,6,2,3,3,2,2,2
37,0,1,1413,2,5,2,6,1,1440,3,2,84,4,1,3,3,3,3500,25470,0,Y,1,14,3,1,80,0,7,2,1,6,5,1,3
56,0,3,1255,2,1,2,2,1,1441,1,1,90,3,1,7,1,2,2066,10494,2,Y,1,22,4,4,80,1,5,3,4,3,2,1,0
47,0,3,359,2,2,4,4,1,1443,1,1,82,3,4,6,3,2,17169,26703,3,Y,1,19,3,2,80,2,26,2,4,20,17,5,6
24,0,3,1476,3,4,1,4,1,1445,4,1,42,3,2,8,3,2,4162,15211,1,Y,2,12,3,3,80,2,5,3,3,5,4,0,3
32,0,3,601,3,7,5,3,1,1446,4,2,97,3,2,8,4,2,9204,23343,4,Y,1,12,3,3,80,1,7,3,2,4,3,0,3
34,0,3,401,2,1,3,2,1,1447,4,1,86,2,1,3,2,2,3294,3708,5,Y,1,17,3,1,80,1,7,2,2,5,4,0,2
41,0,3,1283,2,5,5,4,1,1448,2,2,90,4,1,7,3,2,2127,5561,2,Y,2,12,3,1,80,0,7,5,2,4,2,0,3
40,0,1,663,2,9,4,5,1,1449,3,2,81,3,2,3,3,1,3975,23099,3,Y,1,11,3,3,80,2,11,2,4,8,7,0,7
31,0,3,326,3,8,2,2,1,1453,1,2,31,3,3,8,4,1,10793,8386,1,Y,1,18,3,1,80,1,13,5,3,13,7,9,9
46,1,3,377,3,9,3,3,1,1457,1,2,52,3,3,8,4,1,10096,15986,4,Y,1,11,3,1,80,1,28,1,4,7,7,4,3
39,1,1,592,2,2,3,2,1,1458,1,1,54,2,1,3,1,3,3646,17181,2,Y,2,23,4,2,80,0,11,2,4,1,0,0,0
31,1,2,1445,2,1,5,2,1,1459,3,1,100,4,3,5,2,3,7446,8931,1,Y,1,11,3,1,80,0,10,2,3,10,8,4,7
45,0,3,1038,2,20,3,4,1,1460,2,2,95,1,3,1,1,1,10851,19863,2,Y,2,18,3,2,80,1,24,2,3,7,7,0,7
31,0,3,1398,1,8,2,4,1,1461,4,1,96,4,1,2,2,3,2109,24609,9,Y,1,18,3,4,80,0,8,3,3,3,2,0,2
31,1,2,523,2,2,3,2,1,1464,2,2,94,3,1,3,4,2,3722,21081,6,Y,2,13,3,3,80,1,7,2,1,2,2,2,2
45,0,3,1448,2,29,3,6,1,1465,2,2,55,3,3,5,4,2,9380,14720,4,Y,2,18,3,4,80,2,10,4,4,3,1,1,2
48,0,3,1221,3,7,3,3,1,1466,3,2,96,3,2,8,1,1,5486,24795,4,Y,1,11,3,1,80,3,15,3,3,2,2,2,2
34,1,3,1107,1,9,4,6,1,1467,1,1,52,3,1,2,3,2,2742,3072,1,Y,1,15,3,4,80,0,2,0,3,2,2,2,2
40,0,1,218,2,8,1,4,1,1468,4,2,55,2,3,6,2,1,13757,25178,2,Y,1,11,3,3,80,1,16,5,3,9,8,4,8
28,0,3,866,3,5,3,4,1,1469,4,2,84,3,2,8,1,3,8463,23490,0,Y,1,18,3,4,80,0,6,4,3,5,4,1,3
44,0,1,981,2,5,3,2,1,1471,3,2,90,2,1,3,3,3,3162,7973,3,Y,1,14,3,4,80,0,7,5,3,5,2,0,3
53,0,3,447,2,2,3,4,1,1472,4,2,39,4,4,6,2,3,16598,19764,4,Y,1,12,3,2,80,0,35,2,2,9,8,8,8
49,0,3,1495,2,5,4,6,1,1473,1,2,96,3,2,1,3,2,6651,21534,2,Y,1,14,3,2,80,1,20,0,2,3,2,1,2
40,0,3,896,2,2,3,4,1,1474,3,2,68,3,1,7,3,1,2345,8045,2,Y,1,14,3,3,80,1,8,3,4,3,1,1,2
44,0,3,1467,2,20,3,2,1,1475,4,2,49,3,1,7,2,3,3420,21158,1,Y,1,13,3,3,80,0,6,3,2,5,2,1,3
33,0,2,430,3,7,3,4,1,1477,4,2,54,3,2,8,1,2,4373,17456,0,Y,1,14,3,1,80,2,5,2,3,4,3,0,3
34,0,3,1326,3,3,3,5,1,1478,4,2,81,1,2,8,1,3,4759,15891,3,Y,1,18,3,4,80,0,15,2,3,13,9,3,12
30,0,3,1358,3,16,1,2,1,1479,4,2,96,3,2,8,3,2,5301,2939,8,Y,1,15,3,3,80,2,4,2,2,2,1,2,2
42,0,2,748,2,9,2,4,1,1480,1,1,74,3,1,3,4,3,3673,16458,1,Y,1,13,3,3,80,0,12,3,3,12,9,5,8
44,0,2,383,3,1,5,3,1,1481,1,1,79,3,2,8,3,2,4768,9282,7,Y,1,12,3,3,80,1,11,4,2,1,0,0,0
30,0,1,990,2,7,3,6,1,1482,3,2,64,3,1,7,3,1,1274,7152,1,Y,1,13,3,2,80,2,1,2,2,1,0,0,0
57,0,3,405,2,1,2,2,1,1483,2,2,93,4,2,7,3,2,4900,2721,0,Y,1,24,4,1,80,1,13,2,2,12,9,2,8
49,0,3,1490,2,7,4,2,1,1484,3,2,35,3,3,1,2,1,10466,20948,3,Y,1,14,3,2,80,2,29,3,3,8,7,0,7
34,0,2,829,2,15,3,4,1,1485,2,2,71,3,4,6,1,1,17007,11929,7,Y,1,14,3,4,80,2,16,3,2,14,8,6,9
28,1,2,1496,3,1,3,6,1,1486,1,2,92,3,1,9,3,2,2909,15747,3,Y,1,15,3,4,80,1,5,3,4,3,2,1,2
29,1,2,115,3,13,3,6,1,1487,1,1,51,3,2,8,2,3,5765,17485,5,Y,1,11,3,1,80,0,7,4,1,5,3,0,0
34,1,3,790,3,24,4,4,1,1489,1,1,40,2,2,8,2,3,4599,7815,0,Y,2,23,4,3,80,0,16,2,4,15,9,10,10
35,0,3,660,3,7,1,2,1,1492,4,2,76,3,1,9,3,2,2404,16192,1,Y,1,13,3,1,80,1,1,3,3,1,0,0,0
24,1,2,381,2,9,3,4,1,1494,2,2,89,3,1,3,1,3,3172,16998,2,Y,2,11,3,3,80,0,4,2,2,0,0,0,0
24,0,1,830,3,13,2,2,1,1495,4,1,78,3,1,9,2,2,2033,7103,1,Y,1,13,3,3,80,1,1,2,3,1,0,0,0
44,0,2,1193,2,2,1,4,1,1496,2,2,86,3,3,5,3,3,10209,19719,5,Y,2,18,3,2,80,0,16,2,2,2,2,2,2
29,0,3,1246,3,19,3,2,1,1497,3,2,77,2,2,8,3,1,8620,23757,1,Y,1,14,3,3,80,2,10,3,3,10,7,0,4
30,0,3,330,1,1,3,2,1,1499,3,2,46,3,1,2,3,1,2064,15428,0,Y,1,21,4,1,80,1,6,3,4,5,3,1,3
55,0,3,1229,2,4,4,2,1,1501,4,2,30,3,2,1,3,2,4035,16143,0,Y,2,16,3,2,80,0,4,2,3,3,2,1,2
33,0,3,1099,2,4,4,4,1,1502,1,1,82,2,1,3,2,2,3838,8192,8,Y,1,11,3,4,80,0,8,5,3,5,4,0,2
47,0,3,571,3,14,3,4,1,1503,3,1,78,3,2,8,3,2,4591,24200,3,Y,2,17,3,3,80,1,11,4,2,5,4,1,2
28,1,2,289,2,2,2,4,1,1504,3,2,38,2,1,3,1,3,2561,5355,7,Y,1,11,3,3,80,0,8,2,2,0,0,0,0
28,0,3,1423,2,1,3,2,1,1506,1,2,72,2,1,7,3,1,1563,12530,1,Y,1,14,3,4,80,1,1,2,1,1,0,0,0
28,0,2,467,3,7,3,2,1,1507,3,2,55,3,2,8,1,3,4898,11827,0,Y,1,14,3,4,80,0,5,5,3,4,2,1,3
49,0,3,271,2,3,2,4,1,1509,3,1,43,2,2,3,1,2,4789,23070,4,Y,1,25,4,1,80,1,10,3,3,3,2,1,2
29,0,2,410,2,2,1,2,1,1513,4,1,97,3,1,3,2,2,3180,4668,0,Y,1,13,3,3,80,3,4,3,3,3,2,0,2
28,0,3,1083,2,29,1,2,1,1514,3,2,96,1,2,5,2,2,6549,3173,1,Y,1,14,3,2,80,2,8,2,2,8,6,1,7
33,0,3,516,2,8,5,2,1,1515,4,2,69,3,2,1,3,3,6388,22049,2,Y,2,17,3,1,80,0,14,6,3,0,0,0,0
32,0,3,495,2,10,3,4,1,1516,3,2,64,3,3,4,4,3,11244,21072,2,Y,1,25,4,2,80,0,10,5,4,5,2,0,0
54,0,2,1050,2,11,4,4,1,1520,2,1,87,3,4,4,4,1,16032,24456,3,Y,1,20,4,1,80,1,26,2,3,14,9,1,12
29,1,3,224,2,1,4,6,1,1522,1,2,100,2,1,7,1,3,2362,7568,6,Y,1,13,3,3,80,0,11,2,1,9,7,0,7
44,0,3,136,2,28,3,2,1,1523,4,2,32,3,4,6,1,2,16328,22074,3,Y,1,13,3,3,80,1,24,1,4,20,6,14,17
39,0,3,1089,2,6,3,2,1,1525,2,1,32,3,3,5,2,3,8376,9150,4,Y,1,18,3,4,80,0,9,3,3,2,0,2,2
46,0,3,228,3,3,3,2,1,1527,3,1,51,3,4,4,2,2,16606,11380,8,Y,1,12,3,4,80,1,23,2,4,13,12,5,1
35,0,3,1029,2,16,3,2,1,1529,4,1,91,2,3,1,2,3,8606,21195,1,Y,1,19,3,4,80,0,11,3,1,11,8,3,3
23,0,3,507,2,20,1,2,1,1533,1,2,97,3,2,3,3,3,2272,24812,0,Y,1,14,3,2,80,0,5,2,3,4,3,1,2
40,1,3,676,2,9,4,2,1,1534,4,2,86,3,1,3,1,3,2018,21831,3,Y,1,14,3,2,80,0,15,3,1,5,4,1,0
34,0,3,971,3,1,3,6,1,1535,4,2,64,2,3,8,3,2,7083,12288,1,Y,2,14,3,4,80,0,10,3,3,10,9,8,6
31,1,2,561,2,3,3,2,1,1537,4,1,33,3,1,7,3,3,4084,4156,1,Y,1,12,3,1,80,0,7,2,1,7,2,7,7
50,0,2,333,2,22,5,4,1,1539,3,2,88,1,4,6,4,3,14411,24450,1,Y,2,13,3,4,80,0,32,2,3,32,6,13,9
34,0,3,1440,3,7,2,6,1,1541,2,2,55,3,1,9,3,2,2308,4944,0,Y,2,25,4,2,80,1,12,4,3,11,10,5,7
42,0,3,1210,2,2,3,4,1,1542,3,2,68,2,1,3,2,2,4841,24052,4,Y,1,14,3,2,80,1,4,3,3,1,0,0,0
37,0,3,674,2,13,3,4,1,1543,1,2,47,3,2,7,4,2,4285,3031,1,Y,1,17,3,1,80,0,10,2,3,10,8,3,7
29,0,3,441,2,8,1,5,1,1544,3,1,39,1,2,1,1,2,9715,7288,3,Y,1,13,3,3,80,1,9,3,3,7,7,0,7
33,0,3,575,2,25,3,2,1,1545,4,2,44,2,2,5,2,3,4320,24152,1,Y,1,13,3,4,80,0,5,2,3,5,3,0,2
45,0,3,950,2,28,3,6,1,1546,4,2,97,3,1,7,4,2,2132,4585,4,Y,1,20,4,4,80,1,8,3,3,5,4,0,3
42,0,2,288,2,2,3,2,1,1547,4,2,40,3,3,1,4,2,10124,18611,2,Y,2,14,3,3,80,1,24,3,1,20,8,13,9
40,0,3,1342,3,9,2,4,1,1548,1,2,47,3,2,8,1,2,5473,19345,0,Y,1,12,3,4,80,0,9,5,4,8,4,7,1
33,0,3,589,2,28,4,2,1,1549,2,2,79,3,2,3,3,2,5207,22949,1,Y,2,12,3,2,80,1,15,3,3,15,14,5,7
40,0,3,898,1,6,2,4,1,1550,3,2,38,3,4,4,4,3,16437,17381,1,Y,2,21,4,4,80,0,21,2,3,21,7,7,7
24,0,3,350,2,21,2,6,1,1551,3,2,57,2,1,3,1,1,2296,10036,0,Y,1,14,3,2,80,3,2,3,3,1,1,0,0
40,0,1,1142,2,8,2,2,1,1552,4,2,72,3,2,1,4,1,4069,8841,3,Y,2,18,3,3,80,0,8,2,3,2,2,2,2
45,0,3,538,2,1,4,6,1,1553,1,2,66,3,3,1,2,1,7441,20933,1,Y,1,12,3,1,80,3,10,4,3,10,8,7,7
35,0,3,1402,3,28,4,2,1,1554,2,1,98,2,1,9,3,2,2430,26204,0,Y,1,23,4,1,80,2,6,5,3,5,3,4,2
32,0,3,824,2,5,2,2,1,1555,4,1,67,2,2,7,2,2,5878,15624,3,Y,1,12,3,1,80,1,12,2,3,7,1,2,5
36,0,3,1157,3,2,4,2,1,1556,3,2,70,3,1,9,4,3,2644,17001,3,Y,2,21,4,4,80,0,7,3,2,3,2,1,2
48,0,3,492,3,16,4,2,1,1557,3,1,96,3,2,8,3,1,6439,13693,8,Y,1,14,3,3,80,1,18,2,3,8,7,7,7
29,0,3,598,2,9,3,2,1,1558,3,2,91,4,1,7,3,2,2451,22376,6,Y,1,18,3,1,80,2,5,2,2,1,0,0,0
33,0,3,1242,3,8,4,2,1,1560,1,2,46,3,2,8,1,2,6392,10589,2,Y,1,13,3,4,80,1,8,6,1,2,2,2,2
30,1,3,740,3,1,3,2,1,1562,2,2,64,2,2,8,1,2,9714,5323,1,Y,1,11,3,4,80,1,10,4,3,10,8,6,7
38,0,2,888,1,10,4,1,1,1563,3,2,71,3,2,2,3,2,6077,14814,3,Y,1,11,3,3,80,0,10,2,3,6,3,1,2
35,0,3,992,2,1,3,4,1,1564,4,2,68,2,1,3,1,3,2450,21731,1,Y,1,19,3,2,80,0,3,3,3,3,0,1,2
30,0,3,1288,3,29,4,6,1,1568,3,2,33,3,3,8,2,2,9250,17799,3,Y,1,12,3,2,80,1,9,3,3,4,2,1,3
35,1,3,104,2,2,3,2,1,1569,1,1,69,3,1,3,1,1,2074,26619,1,Y,2,12,3,4,80,1,1,2,3,1,0,0,0
